DATE_TIME,LATITUDE,LONGITUDE,GEOHASH,MINIMUM_SPEED,MAXIMUM_SPEED,AVERAGE_SPEED,NUMBER_OF_VEHICLES
2024-01-01 00:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,90,52,79
2024-01-01 01:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,114,38,145
2024-01-01 02:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,117,44,128
2024-01-01 03:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,111,44,136
2024-01-01 04:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,128,60,146
2024-01-01 05:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,160,66,162
2024-01-01 06:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,130,71,154
2024-01-01 07:00:00,41.0476684570313,29.0313720703125,sxk9s8,11,124,80,154
2024-01-01 08:00:00,41.0476684570313,29.0313720703125,sxk9s8,13,137,81,115
2024-01-01 09:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,134,75,98
2024-01-01 10:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,118,66,128
2024-01-01 11:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,99,58,204
2024-01-01 12:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,99,49,132
2024-01-01 13:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,94,46,150
2024-01-01 14:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,81,45,177
2024-01-01 15:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,82,47,164
2024-01-01 16:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,84,44,173
2024-01-01 17:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,84,41,180
2024-01-01 18:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,83,42,174
2024-01-01 19:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,90,49,172
2024-01-01 20:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,94,52,178
2024-01-01 21:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,127,50,247
2024-01-01 22:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,94,52,173
2024-01-01 23:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,110,52,170
2024-01-03 00:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,124,57,138
2024-01-03 01:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,140,55,111
2024-01-03 02:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,116,51,72
2024-01-03 03:00:00,41.0476684570313,29.0313720703125,sxk9s8,13,123,80,37
2024-01-03 04:00:00,41.0476684570313,29.0313720703125,sxk9s8,11,127,76,42
2024-01-03 05:00:00,41.0476684570313,29.0313720703125,sxk9s8,9,124,71,128
2024-01-03 06:00:00,41.0476684570313,29.0313720703125,sxk9s8,12,107,73,52
2024-01-03 07:00:00,41.0476684570313,29.0313720703125,sxk9s8,12,82,58,137
2024-01-03 08:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,78,48,139
2024-01-03 09:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,89,52,130
2024-01-03 10:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,103,53,121
2024-01-03 11:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,94,54,115
2024-01-03 12:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,100,45,91
2024-01-03 13:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,100,47,98
2024-01-03 14:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,81,40,88
2024-01-03 15:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,89,49,114
2024-01-03 16:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,87,49,117
2024-01-03 17:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,80,52,115
2024-01-03 18:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,83,50,145
2024-01-03 19:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,94,51,191
2024-01-03 20:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,94,50,224
2024-01-03 21:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,118,52,228
2024-01-03 22:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,106,59,166
2024-01-03 23:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,101,48,179
2024-01-04 00:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,122,61,162
2024-01-04 01:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,129,56,89
2024-01-04 02:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,129,49,86
2024-01-04 03:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,152,56,56
2024-01-04 04:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,135,67,39
2024-01-04 05:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,133,74,133
2024-01-04 06:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,118,67,318
2024-01-04 07:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,92,61,267
2024-01-04 08:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,86,40,151
2024-01-04 09:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,98,48,100
2024-01-04 10:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,77,49,64
2024-01-04 11:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,81,49,103
2024-01-04 12:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,78,46,112
2024-01-04 13:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,84,38,120
2024-01-04 14:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,104,48,92
2024-01-04 15:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,99,52,52
2024-01-04 16:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,89,48,66
2024-01-04 17:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,74,48,88
2024-01-04 18:00:00,41.0476684570313,29.0313720703125,sxk9s8,5,82,40,105
2024-01-04 19:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,85,45,123
2024-01-04 20:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,87,44,173
2024-01-04 21:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,89,45,191
2024-01-04 22:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,114,20,159
2024-01-04 23:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,105,34,169
2024-01-05 00:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,112,53,172
2024-01-05 01:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,118,57,91
2024-01-05 02:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,131,52,81
2024-01-05 03:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,132,57,59
2024-01-05 04:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,126,71,59
2024-01-05 05:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,122,76,129
2024-01-05 06:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,115,67,322
2024-01-05 07:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,96,61,270
2024-01-05 08:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,81,54,78
2024-01-05 09:00:00,41.0476684570313,29.0313720703125,sxk9s8,7,92,50,99
2024-01-05 10:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,91,53,124
2024-01-05 11:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,94,50,99
2024-01-05 12:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,88,45,122
2024-01-05 13:00:00,41.0476684570313,29.0313720703125,sxk9s8,5,98,46,160
2024-01-05 14:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,83,34,122
2024-01-05 15:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,86,39,70
2024-01-05 16:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,81,51,78
2024-01-05 17:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,76,42,91
2024-01-05 18:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,89,46,122
2024-01-05 19:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,138,56,125
2024-01-05 20:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,100,48,198
2024-01-05 21:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,104,49,213
2024-01-05 22:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,101,49,181
2024-01-05 23:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,92,50,251
2024-01-06 00:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,109,54,198
2024-01-06 01:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,107,47,114
2024-01-06 02:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,160,44,109
2024-01-06 03:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,130,58,61
2024-01-06 04:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,135,66,70
2024-01-06 05:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,142,77,104
2024-01-06 06:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,122,69,95
2024-01-06 07:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,121,75,150
2024-01-06 08:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,102,63,151
2024-01-06 09:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,109,57,141
2024-01-06 10:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,100,44,119
2024-01-06 11:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,82,47,148
2024-01-06 12:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,78,43,139
2024-01-06 13:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,99,47,145
2024-01-06 14:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,91,44,128
2024-01-06 15:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,82,45,146
2024-01-06 16:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,84,47,146
2024-01-06 17:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,80,46,160
2024-01-06 18:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,83,42,172
2024-01-06 19:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,82,44,197
2024-01-06 20:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,87,47,210
2024-01-06 21:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,105,45,210
2024-01-06 22:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,103,48,191
2024-01-06 23:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,131,44,178
2024-01-07 00:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,109,36,176
2024-01-07 01:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,103,45,133
2024-01-07 02:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,149,53,106
2024-01-07 03:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,125,49,79
2024-01-07 04:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,134,60,85
2024-01-07 05:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,141,71,109
2024-01-07 06:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,148,73,70
2024-01-07 07:00:00,41.0476684570313,29.0313720703125,sxk9s8,10,130,72,130
2024-01-07 08:00:00,41.0476684570313,29.0313720703125,sxk9s8,10,109,70,145
2024-01-07 09:00:00,41.0476684570313,29.0313720703125,sxk9s8,8,101,57,133
2024-01-07 10:00:00,41.0476684570313,29.0313720703125,sxk9s8,10,86,48,109
2024-01-07 11:00:00,41.0476684570313,29.0313720703125,sxk9s8,5,82,44,186
2024-01-07 12:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,91,45,175
2024-01-07 13:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,102,46,186
2024-01-07 14:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,85,46,203
2024-01-07 15:00:00,41.0476684570313,29.0313720703125,sxk9s8,6,83,47,181
2024-01-07 16:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,88,46,192
2024-01-07 17:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,78,47,180
2024-01-07 18:00:00,41.0476684570313,29.0313720703125,sxk9s8,3,86,46,167
2024-01-07 19:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,83,41,161
2024-01-07 20:00:00,41.0476684570313,29.0313720703125,sxk9s8,1,85,38,179
2024-01-07 21:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,92,43,193
2024-01-07 22:00:00,41.0476684570313,29.0313720703125,sxk9s8,2,88,38,209
2024-01-07 23:00:00,41.0476684570313,29.0313720703125,sxk9s8,4,94,44,195
2024-01-01 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,138,68,180
2024-01-01 01:00:00,41.0916137695313,29.0643310546875,sxk9v2,8,135,83,154
2024-01-01 02:00:00,41.0916137695313,29.0643310546875,sxk9v2,16,139,97,99
2024-01-01 03:00:00,41.0916137695313,29.0643310546875,sxk9v2,26,153,99,63
2024-01-01 04:00:00,41.0916137695313,29.0643310546875,sxk9v2,21,134,92,55
2024-01-01 05:00:00,41.0916137695313,29.0643310546875,sxk9v2,23,175,90,115
2024-01-01 06:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,151,92,81
2024-01-01 07:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,167,88,139
2024-01-01 08:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,178,93,129
2024-01-01 09:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,153,93,128
2024-01-01 10:00:00,41.0916137695313,29.0643310546875,sxk9v2,30,155,96,136
2024-01-01 11:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,164,88,156
2024-01-01 12:00:00,41.0916137695313,29.0643310546875,sxk9v2,20,127,81,85
2024-01-01 13:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,109,74,185
2024-01-01 14:00:00,41.0916137695313,29.0643310546875,sxk9v2,14,115,59,285
2024-01-01 15:00:00,41.0916137695313,29.0643310546875,sxk9v2,8,94,54,255
2024-01-01 16:00:00,41.0916137695313,29.0643310546875,sxk9v2,10,103,54,283
2024-01-01 17:00:00,41.0916137695313,29.0643310546875,sxk9v2,7,91,51,307
2024-01-01 18:00:00,41.0916137695313,29.0643310546875,sxk9v2,4,108,48,224
2024-01-01 19:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,128,52,215
2024-01-01 20:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,122,58,234
2024-01-01 21:00:00,41.0916137695313,29.0643310546875,sxk9v2,4,125,55,256
2024-01-01 22:00:00,41.0916137695313,29.0643310546875,sxk9v2,9,127,61,205
2024-01-01 23:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,139,82,192
2024-01-03 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,15,151,89,127
2024-01-03 01:00:00,41.0916137695313,29.0643310546875,sxk9v2,20,161,91,93
2024-01-03 02:00:00,41.0916137695313,29.0643310546875,sxk9v2,34,180,107,64
2024-01-03 03:00:00,41.0916137695313,29.0643310546875,sxk9v2,57,155,95,42
2024-01-03 04:00:00,41.0916137695313,29.0643310546875,sxk9v2,27,141,94,88
2024-01-03 05:00:00,41.0916137695313,29.0643310546875,sxk9v2,21,163,95,228
2024-01-03 06:00:00,41.0916137695313,29.0643310546875,sxk9v2,20,130,91,89
2024-01-03 07:00:00,41.0916137695313,29.0643310546875,sxk9v2,26,128,67,221
2024-01-03 08:00:00,41.0916137695313,29.0643310546875,sxk9v2,5,119,59,240
2024-01-03 09:00:00,41.0916137695313,29.0643310546875,sxk9v2,16,113,62,268
2024-01-03 10:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,140,67,270
2024-01-03 11:00:00,41.0916137695313,29.0643310546875,sxk9v2,17,112,65,243
2024-01-03 12:00:00,41.0916137695313,29.0643310546875,sxk9v2,21,115,63,203
2024-01-03 13:00:00,41.0916137695313,29.0643310546875,sxk9v2,20,102,60,161
2024-01-03 14:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,112,72,177
2024-01-03 15:00:00,41.0916137695313,29.0643310546875,sxk9v2,8,127,65,205
2024-01-03 16:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,108,71,195
2024-01-03 17:00:00,41.0916137695313,29.0643310546875,sxk9v2,7,92,51,229
2024-01-03 18:00:00,41.0916137695313,29.0643310546875,sxk9v2,12,96,51,260
2024-01-03 19:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,121,53,372
2024-01-03 20:00:00,41.0916137695313,29.0643310546875,sxk9v2,17,124,75,312
2024-01-03 21:00:00,41.0916137695313,29.0643310546875,sxk9v2,10,133,85,295
2024-01-03 22:00:00,41.0916137695313,29.0643310546875,sxk9v2,19,136,89,170
2024-01-03 23:00:00,41.0916137695313,29.0643310546875,sxk9v2,30,139,96,151
2024-01-04 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,20,143,96,133
2024-01-04 01:00:00,41.0916137695313,29.0643310546875,sxk9v2,15,152,90,90
2024-01-04 02:00:00,41.0916137695313,29.0643310546875,sxk9v2,34,163,96,63
2024-01-04 03:00:00,41.0916137695313,29.0643310546875,sxk9v2,26,152,100,60
2024-01-04 04:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,160,91,90
2024-01-04 05:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,163,93,222
2024-01-04 06:00:00,41.0916137695313,29.0643310546875,sxk9v2,8,138,80,486
2024-01-04 07:00:00,41.0916137695313,29.0643310546875,sxk9v2,12,127,68,338
2024-01-04 08:00:00,41.0916137695313,29.0643310546875,sxk9v2,14,123,72,247
2024-01-04 09:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,130,69,210
2024-01-04 10:00:00,41.0916137695313,29.0643310546875,sxk9v2,24,138,70,139
2024-01-04 11:00:00,41.0916137695313,29.0643310546875,sxk9v2,8,124,64,224
2024-01-04 12:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,113,64,205
2024-01-04 13:00:00,41.0916137695313,29.0643310546875,sxk9v2,12,106,65,224
2024-01-04 14:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,101,66,164
2024-01-04 15:00:00,41.0916137695313,29.0643310546875,sxk9v2,4,122,64,88
2024-01-04 16:00:00,41.0916137695313,29.0643310546875,sxk9v2,5,105,60,155
2024-01-04 17:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,105,49,165
2024-01-04 18:00:00,41.0916137695313,29.0643310546875,sxk9v2,1,123,43,193
2024-01-04 19:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,119,55,217
2024-01-04 20:00:00,41.0916137695313,29.0643310546875,sxk9v2,24,126,65,223
2024-01-04 21:00:00,41.0916137695313,29.0643310546875,sxk9v2,10,137,65,257
2024-01-04 22:00:00,41.0916137695313,29.0643310546875,sxk9v2,24,149,77,252
2024-01-04 23:00:00,41.0916137695313,29.0643310546875,sxk9v2,4,128,83,231
2024-01-05 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,173,88,162
2024-01-05 01:00:00,41.0916137695313,29.0643310546875,sxk9v2,17,185,90,86
2024-01-05 02:00:00,41.0916137695313,29.0643310546875,sxk9v2,39,151,102,67
2024-01-05 03:00:00,41.0916137695313,29.0643310546875,sxk9v2,23,172,98,67
2024-01-05 04:00:00,41.0916137695313,29.0643310546875,sxk9v2,16,170,100,91
2024-01-05 05:00:00,41.0916137695313,29.0643310546875,sxk9v2,24,229,94,250
2024-01-05 06:00:00,41.0916137695313,29.0643310546875,sxk9v2,7,155,78,409
2024-01-05 07:00:00,41.0916137695313,29.0643310546875,sxk9v2,14,125,72,348
2024-01-05 08:00:00,41.0916137695313,29.0643310546875,sxk9v2,15,121,69,115
2024-01-05 09:00:00,41.0916137695313,29.0643310546875,sxk9v2,26,126,73,202
2024-01-05 10:00:00,41.0916137695313,29.0643310546875,sxk9v2,5,105,70,195
2024-01-05 11:00:00,41.0916137695313,29.0643310546875,sxk9v2,12,102,66,151
2024-01-05 12:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,102,66,203
2024-01-05 13:00:00,41.0916137695313,29.0643310546875,sxk9v2,9,124,67,276
2024-01-05 14:00:00,41.0916137695313,29.0643310546875,sxk9v2,26,121,77,146
2024-01-05 15:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,102,59,104
2024-01-05 16:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,107,51,188
2024-01-05 17:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,81,43,220
2024-01-05 18:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,101,49,289
2024-01-05 19:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,142,57,286
2024-01-05 20:00:00,41.0916137695313,29.0643310546875,sxk9v2,18,126,65,350
2024-01-05 21:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,144,77,344
2024-01-05 22:00:00,41.0916137695313,29.0643310546875,sxk9v2,17,136,84,251
2024-01-05 23:00:00,41.0916137695313,29.0643310546875,sxk9v2,18,138,85,242
2024-01-06 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,147,93,204
2024-01-06 01:00:00,41.0916137695313,29.0643310546875,sxk9v2,10,135,96,120
2024-01-06 02:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,157,96,99
2024-01-06 03:00:00,41.0916137695313,29.0643310546875,sxk9v2,26,156,104,59
2024-01-06 04:00:00,41.0916137695313,29.0643310546875,sxk9v2,15,147,89,77
2024-01-06 05:00:00,41.0916137695313,29.0643310546875,sxk9v2,25,168,93,179
2024-01-06 06:00:00,41.0916137695313,29.0643310546875,sxk9v2,22,139,91,171
2024-01-06 07:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,137,92,281
2024-01-06 08:00:00,41.0916137695313,29.0643310546875,sxk9v2,20,135,89,271
2024-01-06 09:00:00,41.0916137695313,29.0643310546875,sxk9v2,13,137,85,246
2024-01-06 10:00:00,41.0916137695313,29.0643310546875,sxk9v2,26,133,70,263
2024-01-06 11:00:00,41.0916137695313,29.0643310546875,sxk9v2,17,107,69,231
2024-01-06 12:00:00,41.0916137695313,29.0643310546875,sxk9v2,4,106,63,247
2024-01-06 13:00:00,41.0916137695313,29.0643310546875,sxk9v2,19,108,66,303
2024-01-06 14:00:00,41.0916137695313,29.0643310546875,sxk9v2,18,119,63,227
2024-01-06 15:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,89,53,269
2024-01-06 16:00:00,41.0916137695313,29.0643310546875,sxk9v2,15,91,55,266
2024-01-06 17:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,95,51,318
2024-01-06 18:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,103,49,314
2024-01-06 19:00:00,41.0916137695313,29.0643310546875,sxk9v2,3,99,50,306
2024-01-06 20:00:00,41.0916137695313,29.0643310546875,sxk9v2,1,129,66,266
2024-01-06 21:00:00,41.0916137695313,29.0643310546875,sxk9v2,4,121,76,305
2024-01-06 22:00:00,41.0916137695313,29.0643310546875,sxk9v2,1,128,77,276
2024-01-06 23:00:00,41.0916137695313,29.0643310546875,sxk9v2,2,131,79,293
2024-01-07 00:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,132,90,228
2024-01-07 01:00:00,41.0916137695313,29.0643310546875,sxk9v2,23,149,95,133
2024-01-07 02:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,159,97,90
2024-01-07 03:00:00,41.0916137695313,29.0643310546875,sxk9v2,8,159,105,57
2024-01-07 04:00:00,41.0916137695313,29.0643310546875,sxk9v2,33,224,98,63
2024-01-07 05:00:00,41.0916137695313,29.0643310546875,sxk9v2,27,164,96,110
2024-01-07 06:00:00,41.0916137695313,29.0643310546875,sxk9v2,15,153,91,73
2024-01-07 07:00:00,41.0916137695313,29.0643310546875,sxk9v2,9,143,88,178
2024-01-07 08:00:00,41.0916137695313,29.0643310546875,sxk9v2,10,141,88,187
2024-01-07 09:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,145,80,129
2024-01-07 10:00:00,41.0916137695313,29.0643310546875,sxk9v2,17,119,74,151
2024-01-07 11:00:00,41.0916137695313,29.0643310546875,sxk9v2,11,107,70,267
2024-01-07 12:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,97,54,262
2024-01-07 13:00:00,41.0916137695313,29.0643310546875,sxk9v2,7,89,51,302
2024-01-07 14:00:00,41.0916137695313,29.0643310546875,sxk9v2,10,98,54,321
2024-01-07 15:00:00,41.0916137695313,29.0643310546875,sxk9v2,4,110,59,312
2024-01-07 16:00:00,41.0916137695313,29.0643310546875,sxk9v2,7,117,63,293
2024-01-07 17:00:00,41.0916137695313,29.0643310546875,sxk9v2,10,119,61,281
2024-01-07 18:00:00,41.0916137695313,29.0643310546875,sxk9v2,6,99,53,287
2024-01-07 19:00:00,41.0916137695313,29.0643310546875,sxk9v2,9,107,56,266
2024-01-07 20:00:00,41.0916137695313,29.0643310546875,sxk9v2,7,114,65,265
2024-01-07 21:00:00,41.0916137695313,29.0643310546875,sxk9v2,21,133,72,300
