osm_id,osm_type,latitude,longitude,name,brand,operator,addr_street,addr_district,opening_hours
266753132,node,40.896837,29.224951,Aytemiz,Aytemiz,Shell,D100 Bulvarı,Pendik,
269367213,node,41.02608,28.979786,Opet,Opet,Alpet,,,
278335431,node,41.028838,29.01744,Petrol Ofisi,Petrol Ofisi,,,,"Mo-Su,PH 00:00-00:00"
288789439,node,41.114194,29.059922,Petrol Ofisi,Petrol Ofisi,,,,
446288239,node,41.00019,28.800738,Class Petrol,Class Petrol,,,,
552869782,node,40.998993,29.154934,Shell,Shell,,,,
568011021,node,41.055094,28.999294,Opet,Opet,Artek Petrol,,,
772439779,node,41.005037,29.030791,Shell Baban Petrol,Shell,,,,
932363710,node,41.05594,28.997701,Shell,Shell,,,,
1670461592,node,40.987644,29.087031,Total,TotalEnergies,,,,
1672420097,node,41.087724,29.017752,Shell,Shell,,,,
1695103519,node,41.004273,28.684117,Total,TotalEnergies,,,,
1713488174,node,40.978326,29.123549,Opet,Opet,,,,
1755203245,node,40.983505,29.091908,Total,TotalEnergies,,,,
1830235496,node,41.2275,28.491645,,,,,,
1905650685,node,40.881515,29.240335,Opet,Opet,,,,
1905900747,node,40.875677,29.232876,Shell,Shell,,,,
1907466158,node,40.898828,29.369215,Türkiye Petrolleri,Türkiye Petrolleri,,Demokrasi Caddesi,Tuzla,
1907466259,node,40.908584,29.360971,Türkiye Petrolleri,Türkiye Petrolleri,,,,
1920258400,node,41.04929,29.07683,Petrol Ofisi,Petrol Ofisi,,,,
2257504633,node,40.967617,29.102627,Aytemiz,Aytemiz,,,,
2257505250,node,40.966423,29.103319,BP,BP,,,,
2257506320,node,40.966139,29.104784,Total,TotalEnergies,,,,
2264750239,node,41.037081,29.155673,Shell,Shell,,,,
2277832475,node,40.996105,28.62522,Alpet Gürpınar,Alpet,Alpet,,,
2363493667,node,40.835841,29.323905,,,,,,
2392806044,node,41.135112,28.465628,,,,,,
2392806726,node,41.157965,28.454553,,,,,,
2392806728,node,41.158016,28.454022,,,,,,
2392986716,node,41.015641,29.074591,Opet,Opet,,,,
2392986717,node,41.016763,29.07609,Shell,Shell,,,,24/7
2429198871,node,41.041378,28.832275,Total,TotalEnergies,,,,
2610629148,node,40.886852,29.239911,Shell,Shell,,,,
2716711598,node,40.987931,28.796068,Shell Şenlikköy,Shell,,,,
2861685236,node,41.094893,27.996901,Shell,Shell,,,,
2861685291,node,41.095708,27.999746,,,,,,
2928531148,node,40.99944,28.713573,Opet,Opet,,,,
2999419474,node,40.97084,29.083573,Shell,Shell,,,,
3095087044,node,41.088072,29.343803,,,,,,
3130909268,node,41.008025,28.881698,Opet,Opet,,,,
3170739257,node,40.989712,28.6652,Shell - Karma Grup,Shell,,,,Mo-Su 00:00-12:00
3474488522,node,41.094727,29.097585,BP,BP,,,,
3474488524,node,41.079965,29.070825,Shell,Shell,,,,
3474488526,node,41.081143,29.077044,,,,,,
3728846486,node,41.044678,28.978354,Kurtuluş Total,,,,,24/7
3790969409,node,41.117542,29.023466,Opet,Opet,,,,
3955643614,node,40.937381,29.14107,Shell,Shell,,,,
3996188487,node,41.060183,28.688489,BP,BP,,,,
3996189675,node,41.060044,28.6881,BP,BP,,,,
4165097565,node,41.050182,29.023723,Best House rental of apartment,Best,,,,
4255747089,node,41.062944,28.950876,Aytemiz,Aytemiz,,,,
4303169790,node,41.080085,28.794082,Türkiye Petrolleri,,,,,
4309080389,node,40.893878,29.355099,Petrol Ofisi,Petrol Ofisi,Petropark,demokrasi caddesi,,24/7
4371188639,node,41.101313,29.29013,Petrol Ofisi,Petrol Ofisi,,,,
4371188640,node,41.092065,29.287845,Shell,Shell,,,,
4416266553,node,41.008576,29.201665,Petrol Ofisi,Petrol Ofisi,,,,
4419028247,node,41.033725,28.975818,occidental pees hotel Istanbul,Occidental,Room Mate,Meşrutiyet Caddesi,,
4442145256,node,40.881148,29.255346,Opet,Opet,,,,
4527983519,node,41.007995,28.537457,Shell-Arpet Petrol,Shell,,,,
4580488790,node,40.889285,29.181183,Shell,Shell,,,,
4699018047,node,40.9612,29.282842,Opet Sultanbeyli,Opet,Opet Petrolcülük A.Ş.,Demokrasi Caddesi,Sultanbeyli,
4699018050,node,40.909371,29.295164,Opet Pendik,Opet,Opet Petrolcülük A.Ş.,Ankara Caddesi,Pendik,
4699018051,node,41.080441,28.652694,Opet Hoşdere Petrol,Opet,Opet Petrolcülük A.Ş.,Hadımköy Altınşehir Yolu,Esenyurt,
4699018057,node,41.029215,28.806502,Opet Küçükçekmece Halkalı,Opet,Opet Petrolcülük A.Ş.,Fatih Caddesi,Küçükçekmece,
4699018077,node,41.011249,29.075282,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,Libadiye Caddesi,Üsküdar,
4699018204,node,40.987724,28.883948,Opet Bakırköy,Opet,Opet Petrolcülük A.Ş.,Aksu Caddesi,Bakırköy,
4699018205,node,41.041235,28.967225,Opet Beyoğlu,Opet,Opet Petrolcülük A.Ş.,Piyale Paşa Bulvarı,Beyoğlu,
4699018213,node,40.907668,29.343333,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,Fettah Başaran Caddesi,Tuzla,
4699018226,node,40.993085,28.827216,Opet Bahçelievler Çobançeşme,Opet,Erhan Dedeoğlu Petrol,Dumlupınar caddesi,Bahçelievler,
4699018227,node,41.054721,28.840575,Opet Bağcılar,Opet,Opet Petrolcülük A.Ş.,Maslak Caddesi,Bağcılar,
4699018229,node,41.022502,29.11592,Opet Ümraniye,Opet,Opet Petrolcülük A.Ş.,Alemdağ Caddesi,Ümraniye,"Mo-Su,PH 00:00-00:00"
4699018232,node,41.058215,28.730707,Aytemiz,Aytemiz,,Kuzey Yan Yolu,Avcılar,
4699018234,node,41.023118,28.686603,Opet,Opet,Opet Petrolcülük A.Ş.,Doğan Araslı Bulvarı,Esenyurt,
4699018235,node,40.905341,29.285377,Shell,Shell,,Ankara Caddesi,Pendik,"Mo-Su,PH 08:00+"
4699018244,node,41.00829,29.02304,Petrol Ofisi,Petrol Ofisi,Opet Petrolcülük A.Ş.,Tıbbiye Caddesi Atölyeler Sokak,Üsküdar,
4699018247,node,40.881089,29.232327,Opet,Opet,,Abdulhalik Renda Caddesi,Pendik,
4699018248,node,40.891269,29.17731,Petrol Ofisi,Petrol Ofisi,,Üsküdar Caddesi,Kartal,
4699018252,node,40.99775,28.605259,Opet Beylikdüzü,Opet,Opet Petrolcülük A.Ş.,Turgut Özal 1. Caddesi,Büyükçekmece,
4699018254,node,41.049077,28.876809,Opet Esenler Fevzi Çakmak,Opet,Opet Petrolcülük A.Ş.,Atışalanı Caddesi,Esenler,
4699018255,node,41.0477,28.859748,Opet Bağcılar,Opet,Opet Petrolcülük A.Ş.,Osmangazi Caddesi,Bağcılar,
4699018264,node,40.989872,28.668452,Opet Beylikdüzü,Opet,Opet Petrolcülük A.Ş.,Hürriyet Bulvarı,Beylikdüzü,
4699018265,node,41.011551,28.828365,Opet Bahçelievler,Opet,Opet Petrolcülük A.Ş.,Yıldırım Beyazıt Caddesi,Bahçelievler,
4699018282,node,40.912108,29.191968,Opet Kartal,Opet,Opet Petrolcülük A.Ş.,D-100 Yanyol Caddesi,Kartal,
4699018284,node,41.006514,28.667677,Opet Esenyurt Güzelyurt,Opet,Opet Petrolcülük A.Ş.,Haramidere Caddesi,Esenyurt,
4699018420,node,41.131936,28.826931,Opet Sultangazi,Opet,Opet Petrolcülük A.Ş.,Arnavutköy Habibler Yolu,Sultangazi,
4699018428,node,40.906774,29.252756,Petrol Ofisi,Petrol Ofisi,Opet Petrolcülük A.Ş.,Yakacık Caddesi,Pendik,
4699018475,node,41.032443,28.883817,Mehmetçik Petrol,,,Orgeneral Eşref Bitlis Caddesi,Güngören,
4699018488,node,40.942684,29.143871,Opet Maltepe,Opet,Opet Petrolcülük A.Ş.,Narlıdere Caddesi,Maltepe,
4699018911,node,41.083953,28.036584,Opet Silivri,Opet,Opet Petrolcülük A.Ş.,Edirne Asfaltı Aslanağzı Sokak,Silivri,
4699018931,node,41.249376,28.037897,Opet Silivri Büyükçavuşlu Rüya Petrol,Opet,Opet Petrolcülük A.Ş.,Çerkezköy Tem Bağlantı Yolu,Silivri,
4699018940,node,41.060352,28.78946,Opet İkitelli,Opet,Opet Petrolcülük A.Ş.,İkitelli Caddesi,Küçükçekmece,24/7
4699018970,node,41.109934,29.310702,Opet Çekmeköy,Opet,Opet Petrolcülük A.Ş.,Beykoz Caddesi,Çekmeköy,
4699019343,node,41.060137,28.841087,Opet Bağcılar Göztepe,Opet,Opet Petrolcülük A.Ş.,Oruç Sokak,Bağcılar,
4699019354,node,41.048424,28.984989,Opet,Opet,Opet,Dolapdere Caddesi,Şişli,
4699019360,node,41.007955,29.201664,Opet Ümraniye,Opet,Opet Petrolcülük A.Ş.,Atatürk Caddesi,Sancaktepe,
4699019379,node,40.982402,29.106104,Opet Ataşehir,Opet,Opet Petrolcülük A.Ş.,Merdivenköy Yolu Caddesi,Ataşehir,
4699019380,node,41.183317,28.597697,Opet Arnavutköy,Opet,Opet Petrolcülük A.Ş.,Hadımköy Caddesi,Arnavutköy,
4699019947,node,40.901595,29.247003,Opet Pendik,Opet,Opet Petrolcülük A.Ş.,Olimpiyat Caddesi,Pendik,
4699019952,node,41.05038,28.62848,Opet Esenyurt,Opet,Opet Petrolcülük A.Ş.,Hadımköy Yolu Caddesi,Esenyurt,
4699019968,node,40.895696,29.249057,Opet,Opet,Opet Petrolcülük A.Ş.,Ankara Caddesi,Pendik,
4699019969,node,40.866335,29.334807,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,Aydın Yolu Caddesi,Tuzla,
4699020193,node,41.094793,29.090877,Opet Beykoz,Opet,Opet Petrolcülük A.Ş.,Orhan Veli Kanık Caddesi 119. Sokak,Beykoz,
4699020197,node,40.871794,29.371641,Opet Tuzla,,Opet Petrolcülük A.Ş.,Kumpas Caddesi,Tuzla,
4699020285,node,40.837403,29.296061,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,Rauf Orbay Caddesi,Tuzla,
4699022949,node,40.968128,29.253129,Opet Sultanbeyli,Opet,Opet Petrolcülük A.Ş.,Fatih Bulvarı,Sultanbeyli,
4699022950,node,40.9104,29.211534,Opet Kartal,Opet,Opet Petrolcülük A.Ş.,Yalnız Selvi Caddesi,Kartal,
4699022951,node,40.98387,29.165959,Opet Ümraniye,Opet,Opet Petrolcülük A.Ş.,Üsküdar Caddesi,Ataşehir,
4699022952,node,40.859498,29.281546,Opet Pendik,Opet,Opet Petrolcülük A.Ş.,İbrahim Hakkı Caddesi,Pendik,
4699022953,node,40.987731,29.143805,Opet Ataşehir,Opet,Opet Petrolcülük A.Ş.,Dudullu Caddesi,Ataşehir,
4699022955,node,41.050131,28.812081,Opet Bağcılar,Opet,Opet Petrolcülük A.Ş.,Taşocağı Caddesi Tanyeli Sokak,Bağcılar,
4699022956,node,41.019717,28.908816,Opet Topkapı,Opet,Opet Petrolcülük A.Ş.,Davut Paşa Caddesi Serçe Kale Sokak,Zeytinburnu,
4699022960,node,41.205103,28.728262,Opet Islah Petrol,Opet,Opet Petrolcülük A.Ş.,Fatih Caddesi,Arnavutköy,
4699022962,node,41.031458,29.079681,Opet,Opet,Opet Petrolcülük A.Ş.,Bosna Bulvarı,Üsküdar,
4699022963,node,41.055419,28.67193,Opet Esenkent,Opet,Opet Petrolcülük A.Ş.,Cemal Paşa Caddesi,Esenyurt,
4699022965,node,40.883978,29.349287,Opet Tuzla,Opet,Opet Petrolcülük A.Ş.,Atatürk Caddesi,Tuzla,
4699022966,node,40.926686,29.31756,Shell Sabiha Gökçen,Shell,Shell Türkiye,Yeni Ankara Caddesi,Pendik,24/7
4699022970,node,41.008467,29.215906,Opet Ümraniye,Opet,Opet Petrolcülük A.Ş.,Atatürk Caddesi,Sancaktepe,
4699022971,node,41.064034,28.621961,Opet Büyükçekmece,Opet,Opet Petrolcülük A.Ş.,Hadımköy Yolu Caddesi,Büyükçekmece,
4699022975,node,40.891373,29.233194,Opet Pendik,Opet,Opet Petrolcülük A.Ş.,D-100 Güney Yanyolu,Pendik,
4699022981,node,41.028799,28.790782,Shell,Shell,Shell & Turcas,Halkalı Caddesi,Küçükçekmece,
4699023892,node,41.007237,29.244293,Opet Sancaktepe,Opet,Opet Petrolcülük A.Ş.,Mübacir Caddesi,Sancaktepe,
4699023902,node,41.156979,29.628344,Opet Şile,Opet,Opet Petrolcülük A.Ş.,Ağva Caddesi,Şile,
4699023905,node,40.9776,29.220607,Opet Sancaktepe,Opet,Opet Petrolcülük A.Ş.,Yakacık Caddesi,Sancaktepe,
4699023914,node,40.990082,29.263793,Opet Sultanbeyli,Opet,Opet Petrolcülük A.Ş.,Mimar Sinan Caddesi,Sultanbeyli,
4699023919,node,41.017935,28.646292,Opet Esenyurt,Opet,Opet Petrolcülük A.Ş.,Nazım Hikmet Bulvarı,Esenyurt,
4699023920,node,41.035381,28.445779,Opet Büyükçekmece Kamiloba,Opet,Opet Petrolcülük A.Ş.,E-5 Karayolu,Büyükçekmece,
4699023925,node,40.886559,29.241896,Opet,Opet,Opet Petrolcülük A.Ş.,E-5 Yanyol Caddesi Latife Hanım Sokak,Pendik,
4699023930,node,41.009864,29.012243,Opet Üsküdar,Opet,Opet Petrolcülük A.Ş.,Harem Sahil Yolu,Üsküdar,
4699023934,node,40.885945,29.286563,Opet Pendik,Opet,Opet Petrolcülük A.Ş.,Abdi İpekçi Caddesi,Pendik,
4699023938,node,41.027511,28.857421,Opet Bağcılar,Opet,Opet Petrolcülük A.Ş.,Bağcılar Caddesi,Bağcılar,
4718176989,node,40.924093,29.151085,Petrol Ofisi - Bulut Petrol,Petrol Ofisi,,,,
4718388547,node,40.937724,29.138014,Opet,Opet,,,,
4718388548,node,40.93888,29.136172,Shell,Shell,,,,
4718388549,node,40.939768,29.133219,Total,TotalEnergies,,,,
4718485057,node,40.920249,29.147607,,,,,,
4718488092,node,40.911144,29.19532,Shell,Shell,,,,
4718488093,node,40.908907,29.202717,,,,,,
4718488098,node,40.902499,29.217484,Shell,Shell,,,,
4718488104,node,40.894322,29.228492,Total,TotalEnergies,,,,
4718712547,node,40.904372,29.278693,Opet,Opet,,,,
4718712560,node,40.907962,29.293373,Total,TotalEnergies,,,,
4718712575,node,40.914902,29.303618,Petrol Ofisi,Petrol Ofisi,,,,
4719094364,node,41.132793,28.47031,,,,,,
4720232022,node,40.89405,29.198869,Shell,Shell,,,,
4720232036,node,40.856096,29.291278,,,,,,
4720232050,node,40.824074,29.351989,,,,,,
4720232051,node,40.817186,29.362553,,,,,,
4724575294,node,41.052155,29.23972,TotalEnergies,TotalEnergies,Baltacıoğlu Petrol,,,
4730251788,node,41.065713,29.002254,Shell,Shell,,,,24/7
4771613236,node,41.223032,28.455149,Opet,Opet,Opet,,,
4779866887,node,40.926485,29.315606,Opet,Opet,Opet,,,24/7
4779867627,node,40.965013,29.272035,,,,,,
4779867647,node,40.974883,29.240681,Petrol Ofisi,Petrol Ofisi,Petrol Ofisi,Osmangazi,Sancaktepe,
4779890036,node,40.899134,29.268663,Shell,Shell,,,,
4807075794,node,40.981636,28.890874,Aygaz,Aygaz,,,,
4826423021,node,40.914478,29.140873,,,,,,
4835446168,node,40.90866,29.358626,,,,,,
4838961896,node,41.007153,29.188286,Class,,,,,
4845792383,node,41.041424,28.979646,BP,BP,,,,24/7
4845792420,node,41.040519,28.967337,Shell,Shell,,,,
4845792521,node,41.041658,28.966443,Petro Ofisi,,,,,
4845792522,node,41.038143,28.968038,Shell,Shell,,,,
4845792523,node,41.038455,28.973483,,,,,,
4845792524,node,41.038806,28.972648,,,,,,
4845792525,node,41.039812,28.977523,Total Milangaz,TotalEnergies,,,,24/7
4846902293,node,41.011805,28.817846,Total,TotalEnergies,,,,
4846902294,node,41.015437,28.824374,,,,,,
4846902295,node,41.013892,28.825907,BP,BP,,,,
4846902318,node,41.033412,28.851395,,,,,,
4846915123,node,41.036774,28.852891,,,,,,
4846915132,node,41.042079,28.851057,,,,,,
4846948582,node,41.01274,28.900625,Opet,Opet,,,,
4855516912,node,40.993617,28.709576,Alpet,Alpet,,,,
4855518349,node,41.019443,28.67682,Shell,Shell,,,,
4901564418,node,41.054845,28.875901,Shell,Shell,,,,
4908865216,node,41.002535,28.787478,Opet,Opet,,Sultan Murat Caddesi,Küçükçekmece,
4908865534,node,41.034557,28.833311,Petrol Ofisi,Petrol Ofisi,,Mahmutbey Caddesi,Bağcılar,
4908865535,node,41.039905,28.833644,,,,,,
4908865540,node,41.045908,28.829889,,,,,,
4908865541,node,41.056765,28.830478,BP,BP,,,,
4908865542,node,41.058061,28.830917,Kadoil,Kadoil,,,,
4908865547,node,41.058836,28.831104,Opet,Opet,,,,
4908865548,node,41.059952,28.831407,Shell,Shell,,,,
4908865549,node,41.059977,28.832117,Aytemiz,Aytemiz,,,,
4908893564,node,40.995093,28.895052,BP,BP,,Prof. Dr.turan Güneş Caddesi,Zeytinburnu,
4924075282,node,41.185935,28.73927,,,,,,
4926375965,node,41.067911,28.811001,Petrol Ofisi,Petrol Ofisi,,,,
4952623932,node,41.06125,29.00126,Petrol Ofisi,Petrol Ofisi,,,,
4956703288,node,41.027129,28.856881,,,,,,
4963093911,node,41.056912,28.951107,Türkiye Petrolleri,Türkiye Petrolleri,,İmrahor Caddesi,,
4963094240,node,41.085226,28.978142,Petrol Ofisi,Petrol Ofisi,,,,24/7
4965256366,node,41.009994,28.794425,Petrol Ofisi,Petrol Ofisi,,,,
4965256582,node,41.029371,28.795751,,,,,,
4978760118,node,40.991661,28.838062,Petrol Ofisi,Petrol Ofisi,,,,
4979178070,node,40.985344,28.785827,Opet,Opet,,,,
4986401524,node,41.031326,28.822991,Total,TotalEnergies,,Koçman Caddesi,Bağcılar,
4992027984,node,41.033828,28.680141,,,,,,
4992280808,node,41.059834,28.625175,Aytemiz,Aytemiz,,,,
4992280809,node,41.040829,28.625947,,,,,,
4992280814,node,41.037017,28.624714,Shell,Shell,,,,
4992280815,node,41.027052,28.626699,,,,,,
5008916861,node,40.988112,28.884215,BP Veliefendi,BP,BP,Koşuyolu Caddesi,Bakırköy,
5022546237,node,40.903528,29.39457,,,,,,
5022629078,node,40.899745,29.351164,Aytepe petrol,,,,,
5022629117,node,40.898628,29.259682,Shell,Shell,,,,
5022629118,node,40.897559,29.254141,Türkiye Petrolleri,Türkiye Petrolleri,,,,
5022629333,node,40.890388,29.236038,TotalEnergies,TotalEnergies,,Gönenli Mehmet Efendi Caddesi,Pendik,
5022636557,node,40.896725,29.222656,,,,,,
5022636564,node,40.913479,29.151546,,,,,,
5022636573,node,40.916472,29.146645,,,,,,
5022817283,node,40.87519,29.254304,Shell,Shell,,Aydınlı Yolu Caddesi,Pendik,
5031730251,node,41.043771,29.279197,Petrol Ofisi,Petrol Ofisi,,,,
5038130206,node,41.013361,28.787459,,,,,,
5038131041,node,40.992005,28.833203,Shell,Shell,,,,
5042266233,node,41.032119,28.80021,Total,TotalEnergies,,,,
5048210016,node,41.021648,28.687594,Aytemiz Esenyurt Tabela,Aytemiz,,,,
5048210226,node,41.013432,28.695405,,,,,,
5050081268,node,40.923423,29.151039,Shell,Shell,,,,
5052683541,node,40.950438,29.162722,Petrol Ofisi,Petrol Ofisi,,,,
5052765899,node,40.966764,29.215625,,,,,,
5052765904,node,40.966432,29.216493,,,,,,
5052766527,node,40.96956,29.22016,,,,,,
5052766554,node,40.980603,29.220274,,,,,,
5052766565,node,40.986969,29.226105,Opet,Opet,,,,
5052833560,node,40.992702,29.223123,,,,,,
5053328286,node,41.003895,29.216885,,,,,,
5053408890,node,41.009731,29.210874,BP,BP,,,,
5053408891,node,41.010363,29.210395,Petrol Ofisi,Petrol Ofisi,,,,
5053408898,node,41.01255,29.207388,,,,,,
5053409386,node,41.013615,29.191211,,,,,,
5053409725,node,41.016564,29.17772,Petrol Ofisi,Petrol Ofisi,,,,
5053458360,node,41.018193,29.171658,BP,BP,,,,24/7
5056240692,node,40.929337,29.129539,Shell,Shell,,,,
5057611913,node,41.027448,28.847526,Petrol Ofisi Benzin İstasyonu,,,Mehmet Akif Bulvarı,Bağcılar,
5057611914,node,41.028532,28.846468,,,,,,
5057611934,node,41.041794,28.849795,,,,,,
5057636755,node,41.054029,28.833583,,,,,,
5057636838,node,41.013115,28.846808,,,,,,
5057669024,node,41.009841,28.831058,Shell,Shell,,,,24/7
5057698664,node,41.008079,28.794932,Milangaz,,,,,
5057699129,node,41.044362,28.782023,Shell,Shell,,,,
5075961008,node,41.016431,28.949285,BP,BP,BP,Sofular caddesi,Fatih,
5084178833,node,41.167409,29.542049,Shell,Shell,Shell,,,
5098722412,node,41.061408,29.011072,Shell,Shell,Balmumcu,,,
5105359497,node,41.028337,28.878253,,,,,,
5107277905,node,41.016507,29.030207,,,,,,
5107315776,node,41.004768,29.03534,Aytemiz,Aytemiz,,,,
5107401717,node,40.98367,28.643926,Petrol Ofisi,Petrol Ofisi,,,,
5107498125,node,40.989387,28.618857,Alpet,Alpet,,,,
5108169540,node,41.03063,28.66257,,,,,,
5108170071,node,41.031693,28.657507,,,,,,
5108791878,node,40.988741,28.667645,Petrol Ofisi,Petrol Ofisi,,,,
5110198325,node,41.047877,28.968588,,,,,,
5112306755,node,41.042365,28.676434,,,,,,
5113465273,node,41.017775,28.950957,BP,BP,,Aslanhane Sokağı,Fatih,
5113486747,node,41.028617,28.936964,Total,TotalEnergies,,Fevzi paşa caddesi,Fatih,
5113592145,node,41.007044,28.936865,BP,BP,,Kızılelma Caddesi,Fatih,
